Gene,TCGA-18-3409-01A-01R-0980-07,TCGA-90-A4ED-01A-31R-A24Z-07,TCGA-21-1079-01A-01R-0692-07,TCGA-55-8506-01A-11R-2403-07,TCGA-05-4382-01A-01R-1206-07,TCGA-L9-A7SV-01A-11R-A39D-07,TCGA-MN-A4N4-01A-12R-A24X-07,TCGA-86-A4JF-01A-11R-A24X-07,TCGA-55-7994-01A-11R-2187-07,TCGA-49-AARE-01A-11R-A41B-07,MAX,AVG,MED,MIN
ARL15,1690.7692,1238.0815,396.1962,64.7523,194.7936,167.1068,122.0384,148.3837,162.4216,82.8402,1690.7692,426.73835,164.7642,64.7523
QPCTL,112.3077,360.651,169.6762,295.6081,270.8923,390.4187,812.4681,229.884,252.6558,261.7205,812.4681,315.62824,266.3064,112.3077
TMEM214,1845.1282,1916.1746,2136.1257,3401.464,2270.2785,3280.6488,3557.8511,3565.6388,2413.8441,6543.0132,6543.0132,3093.0167,2847.24645,1845.1282
MTMR10,668.7026,864.5312,581.5066,261.2782,482.7746,293.8401,484.2858,414.0482,491.2255,333.614,864.5312,487.58068,483.5302,261.2782
COMMD4,676.4103,1158.0009,1220.2158,1077.7027,796.4042,796.6805,1059.9081,1478.9649,537.2893,1884.843,1884.843,1068.64197,1068.8054,537.2893
MRPL16,553.3333,498.9198,638.1024,524.7748,459.464,603.923,474.7005,814.1173,704.7766,472.0073,814.1173,574.4119,539.05405,459.464
UCKL1,377.4359,1916.4914,682.5045,856.9426,629.7911,1765.0547,858.0451,680.2796,467.8026,668.1429,1916.4914,890.24904,681.39205,377.4359
HCFC1R1,1603.7795,1359.2395,2067.6525,1150.6363,1243.8958,690.4413,1928.0238,835.015,517.099,880.0774,2067.6525,1227.58601,1197.26605,517.099
LARP1B,260.5128,316.8659,167.9667,365.991,283.5754,218.7854,333.9239,376.0531,375.1843,299.9545,376.0531,299.8813,308.4102,167.9667
RFWD3,909.2308,1121.7053,1286.8896,372.7477,1119.9434,852.5085,1531.2453,972.6885,1281.3257,1174.3286,1531.2453,1062.26134,1120.82435,372.7477
SEC61A2,149.1744,419.0696,94.7366,172.1791,204.751,217.8046,232.8531,99.6031,62.5371,332.4124,419.0696,198.5121,188.46505,62.5371
ARL8B,3624.1026,1037.5918,3496.9548,1962.2748,2250.1769,1363.2591,2161.1363,1567.5522,3170.2284,1757.3964,3624.1026,2239.06733,2061.70555,1037.5918
MOB1A,1121.5385,497.7675,2035.6876,826.0135,1084.5264,424.7454,662.5627,1159.6077,1464.0104,1006.8275,2035.6876,1028.32872,1045.67695,424.7454
CHDH,56.9231,45.5135,3.8466,96.2838,80.6455,274.2361,81.1988,115.6064,840.9195,40.965,840.9195,163.61383,80.92215,3.8466
PLXNA3,552.3077,2284.3151,566.7272,1330.518,1948.1751,1433.4214,1356.3557,860.1827,1801.8346,2455.6213,2455.6213,1458.94588,1394.88855,552.3077
ZDHHC7,1223.5897,936.7708,1885.6715,926.8018,1903.4252,1255.3753,4238.6715,790.6416,1651.4443,3491.5794,4238.6715,1830.39711,1453.4098,790.6416
TRMU,467.6923,451.6779,207.7145,168.9189,262.9953,396.077,287.3187,242.7292,177.9355,336.3678,467.6923,299.94271,275.157,168.9189
N4BP2,259.4872,164.1942,211.9885,76.0135,133.771,102.98,81.1988,127.1228,535.3896,89.2126,535.3896,178.13582,130.4469,76.0135
TSNAXIP1,34.8718,179.7494,25.2164,5.0676,5.7433,1.8861,31.7108,3.1006,2.5329,82.3851,179.7494,37.2264,15.47985,1.8861
ZKSCAN7,179.4872,150.9434,97.0189,23.6486,86.8674,56.5824,70.148,35.4349,18.3635,60.0819,179.4872,77.85762,65.11495,18.3635
PCDHGA7,18.4615,100.6885,7.2657,12.3874,59.1297,20.1245,48.0466,6.2011,8.5485,9.5585,100.6885,29.0412,15.42445,6.2011
PCDHB8,25.1282,61.0687,282.9362,5.0676,85.4316,29.0456,154.2296,69.541,33.2442,11.3792,282.9362,75.70719,47.15645,5.0676
PCDHAC2,37.6564,5.1851,12.7877,3.902,153.3652,203.3308,6.025,140.1052,253.9634,57.0369,253.9634,87.33577,47.34665,3.902
C8orf44,25.5846,67.4233,17.5873,9.6959,29.9274,57.4651,52.2074,6.644,65.0193,51.2153,67.4233,38.27696,40.57135,6.644
SPIRE1,682.5641,163.0419,684.2611,1015.7658,780.6101,615.2395,350.7402,465.0833,572.1165,391.898,1015.7658,572.13205,593.678,163.0419
MAP3K7CL,177.4359,127.8986,596.2175,33.7838,185.2214,55.828,145.1007,118.264,70.9209,163.8598,596.2175,167.45306,136.49965,33.7838
LPAR5,301.5385,251.7644,856.9292,39.9775,363.2637,36.59,265.2173,35.4349,298.5644,127.4465,856.9292,257.67264,258.49085,35.4349
SLC39A10,2292.3077,778.3379,972.3261,493.8063,1090.9876,1486.6088,701,1261.0402,756.7009,305.8716,2292.3077,1013.89871,875.332,305.8716
ZNF287,287.1795,114.0717,185.0625,11.2613,221.3563,80.347,126.843,66.4405,12.9811,81.9299,287.1795,118.74728,98.0008,11.2613
BIRC6,1417.9487,1882.1835,1597.1792,1442.5676,1482.4892,4363.6364,1448.1247,1940.9477,2618.375,1877.5603,4363.6364,2007.10123,1737.36975,1417.9487
SCAF4,795.3846,1152.8158,699.22,427.9279,675.3163,1019.6152,860.0342,849.1093,805.1424,1046.4269,1152.8158,833.09926,827.12585,427.9279
CNOT6,1172.8205,1295.6935,694.5186,454.3919,689.196,916.258,754.3317,1266.7984,1185.0759,663.6322,1295.6935,909.27167,835.29485,454.3919
ZNF624,255.3846,122.1374,168.8215,44.482,237.8683,90.1547,106.183,87.2585,61.4226,76.9231,255.3846,125.06357,98.16885,44.482
WDR48,861.0256,876.8544,466.7165,332.2072,748.0648,582.7989,554.9383,460.654,796.9105,502.5034,876.8544,618.26736,568.8686,332.2072
RANBP10,530.2564,530.0302,897.9592,169.482,413.7569,193.1347,961.4126,280.8217,483.4654,782.8858,961.4126,524.32049,506.7478,169.482
ZFAT,212.7538,156.1285,315.4183,264.0372,230.6892,337.2312,235.4284,195.335,410.3282,336.3678,410.3282,269.37176,249.7328,156.1285
BEND3,282.0513,282.8748,155.5722,110.3604,127.7884,304.4134,150.8663,160.343,245.3737,152.4807,304.4134,197.21242,157.9576,110.3604
WDFY4,302.5641,129.627,39.3204,182.4324,823.9242,397.5858,111.4681,179.8322,730.4221,221.2107,823.9242,311.8387,201.82155,39.3204
ENOPH1,2182.5641,815.7857,1310.8238,910.473,988.3261,910.977,795.6518,1130.3739,875.7467,1123.35,2182.5641,1104.40721,949.65155,795.6518
RBM25,1121.5385,1797.4939,1991.2384,1467.3423,1511.6843,2099.5851,2078.0157,2216.8971,1849.6429,1581.7023,2216.8971,1771.51405,1823.5684,1121.5385
RXFP1,7.1795,4.0328,13.2493,1.1261,2.1537,7.5443,4.3242,1.7717,2.2163,1.8207,13.2493,4.54186,3.12455,1.1261
ANKEF1,132.3077,108.3105,182.0707,124.4369,242.4151,236.1373,97.0541,227.2264,208.3302,289.0305,289.0305,184.73194,195.20045,97.0541
LIN7B,29.2308,111.1911,28.6355,47.2973,50.7325,58.4685,52.8513,30.1197,18.9967,127.4465,127.4465,55.49699,49.0149,18.9967
DNAJC1,525.641,492.5825,352.6018,317.0045,623.148,318.7476,532.3564,578.918,252.9724,798.3614,798.3614,479.23336,509.11175,252.9724
SIL1,703.0769,1268.0398,723.5816,745.4955,933.5255,566.2014,908.5613,2469.3709,793.4278,1282.6582,2469.3709,1039.39389,850.99455,566.2014
HHIP,1056.4103,3002.1604,3.8466,30.4054,2.1537,0,0.9609,272.4059,0.9498,5.0068,3002.1604,437.42998,4.4267,0
GZF1,689.2308,558.8362,432.5248,548.4234,428.3544,361.7503,474.7005,514.6922,416.0272,614.9294,689.2308,503.94692,494.69635,361.7503
ALDH8A1,6.1538,9.2179,3.4192,0,7.6577,7.5443,22.5819,3.5435,4.7492,33.6823,33.6823,9.85498,6.84905,0
ENGASE,226.6667,2389.7451,189.7639,476.9144,571.6976,1330.8186,1344.8245,271.963,628.1567,969.0487,2389.7451,839.95992,599.92715,189.7639
SPATA20,799.0256,884.9201,1536.1342,2651.0304,1362.5978,5056.6918,641.4222,1894.8823,2102.2987,1810.6509,5056.6918,1873.9654,1673.39255,641.4222
MRPS26,709.7436,1057.1799,739.8226,639.0766,678.9059,1213.5043,611.6333,1435.5572,268.1697,1798.8166,1798.8166,915.24097,724.7831,268.1697
DLK2,81.5385,54.7314,333.7963,206.6441,54.8007,45.6432,15.8554,8.8587,143.4249,11.3792,333.7963,95.66724,54.76605,8.8587
TRIM48,0,1.7284,0,0,0,0,0,0,0.3166,0,1.7284,0.2045,0,0
CERS4,800.5128,2050.4105,570.1464,1341.2162,334.0686,1654.47,662.0822,1494.0248,50.9744,2644.9704,2644.9704,1160.28763,1070.8645,50.9744
C22orf46,546.6667,404.4361,481.248,321.509,399.1593,452.6594,384.8533,390.227,394.4976,717.3418,717.3418,449.25982,401.7977,321.509
AKIRIN1,1228.2051,1295.6935,1747.6226,1291.6667,1631.0971,781.5919,1475.0308,1266.7984,1615.3506,828.4024,1747.6226,1316.14591,1293.6801,781.5919
CENPU,499.0513,309.5953,585.866,376.4583,79.0158,275.4357,315.4356,958.4304,708.6615,373.523,958.4304,448.14729,374.99065,79.0158
LMAN1L,0,1.1522,0,1.1261,0.4786,0.7544,0,0,0.6332,5.1707,5.1707,0.93152,0.5559,0
MOB3B,534.359,307.648,2238.2733,104.1667,424.5256,619.3889,379.5682,163.8865,657.2849,82.3851,2238.2733,551.14862,402.0469,82.3851
PIP4K2C,1140.5128,892.4096,2098.9422,2916.6667,1726.8188,1562.8065,3590.0423,2083.5733,2285.3,1462.904,3590.0423,1975.99762,1905.19605,892.4096
NEK11,288.7179,95.0598,114.9695,62.5,157.9407,294.6058,200.8348,98.3319,147.8575,116.9777,294.6058,157.77956,132.4176,62.5
CCDC134,63.5897,43.209,97.4463,47.8604,73.2271,69.4078,39.3982,63.3399,69.3379,86.9367,97.4463,65.3753,66.4638,39.3982
PLEKHH3,194.8718,570.3586,425.2591,708.3333,666.2228,1086.7597,1143.5092,600.1789,1033.7357,989.9863,1143.5092,741.92154,687.27805,194.8718
DOCK5,331.2821,29.3821,558.1793,220.7207,413.039,652.5839,457.3028,481.472,916.5896,731.9071,916.5896,479.24586,469.3874,29.3821
UXS1,3300.5128,2605.79,1197.5638,1866.5541,3915.2552,2399.8491,1703.2522,887.6447,719.3408,971.7797,3915.2552,1956.75424,1784.90315,719.3408
ULBP1,18.4615,5.7612,22.652,1.1261,79.9276,260.2791,16.3358,79.7286,1.5831,167.5011,260.2791,65.33561,20.55675,1.1261
SLC19A3,47.1795,6.3373,8.9753,6.7568,111.0371,100.7167,28.828,19.4892,2.2163,20.9376,111.0371,35.24738,20.2134,2.2163
SLC35G2,147.1795,75.4717,83.3422,66.4414,59.826,21.1241,42.7615,135.9815,10.7648,79.6541,147.1795,72.25468,70.95655,10.7648
AARSD1,548.7179,458.0153,500.0534,414.9775,456.353,1251.226,467.4935,449.5805,432.491,791.9891,1251.226,577.08972,462.7544,414.9775
PPT2,30.7795,461.5584,35.1961,13.6937,31.1239,144.6624,151.4669,64.9566,62.5181,152.6263,461.5584,114.85819,63.73735,13.6937
SLC38A1,1259.4872,879.735,4628.6996,1930.7432,2510.7792,2141.8333,1293.4146,3695.8621,4897.0261,4927.1734,4927.1734,2816.47537,2326.30625,879.735
TRMT1L,569.7436,315.7137,612.4586,549.5495,493.6845,397.963,364.1933,713.5707,713.0085,469.7315,713.5707,519.96169,521.617,315.7137
ARPC5L,391.2821,852.6574,1289.8814,1954.955,867.9562,1124.4813,955.647,1868.3061,507.5278,1682.294,1954.955,1149.49883,1040.06415,391.2821
RAB1B,4154.8615,4105.3378,6827.1738,7673.3333,4075.7876,5022.169,4671.0141,5067.5877,5778.0666,4374.1329,7673.3333,5174.94643,4846.59155,4075.7876
KIF18A,106.6667,202.7942,319.2649,130.6306,118.6949,59.6002,89.8472,158.1283,262.7873,145.198,319.2649,159.36123,137.9143,59.6002
ELOVL3,21.0256,1.7284,19.2328,9.5721,26.0842,71.2939,275.307,0,1.5831,10.4688,275.307,43.62959,14.8508,0
COG3,616.9231,833.0693,1035.1533,663.2883,792.0967,700.4904,1005.6154,710.4701,695.9115,825.6714,1035.1533,787.86895,751.2834,616.9231
DYNLRB2,25.1282,13.2508,3.8466,1.1261,0.2393,0.3772,0,2.2147,1.5831,64.1784,64.1784,11.19444,1.8989,0
BRIP1,110.2564,417.6869,192.3282,63.0631,62.4584,298.378,72.5504,145.7261,229.5432,76.4679,417.6869,166.84586,127.99125,62.4584
USP44,23.0769,0.5761,2.5644,256.7568,50.4932,70.5394,104.7416,476.5997,175.7192,12.7447,476.5997,117.3812,60.5163,0.5761
ACAD11,329.7436,668.2587,242.761,402.027,303.9019,264.4285,274.8266,230.7079,657.2533,361.8571,668.2587,373.57656,316.82275,230.7079
ZNF644,1150.7692,932.738,830.858,892.455,821.5312,1528.1026,1068.076,1014.7675,1073.9453,599.4538,1528.1026,991.26966,973.75275,599.4538
NLRC5,331.7949,1042.2008,784.2718,712.2748,839.2397,1017.7292,1236.7196,1156.9501,1952.2249,1080.5644,1952.2249,1015.39702,1029.965,331.7949
RHBDD1,481.0256,320.8987,352.6018,131.7568,352.495,263.2969,176.8115,408.3874,337.191,135.6395,481.0256,296.01042,329.04485,131.7568
MRI1,70.7692,945.4126,342.3443,306.3063,284.5326,563.5609,580.8835,375.1672,341.6235,311.3336,945.4126,412.19337,341.9839,70.7692
PDCD2L,110.2564,120.409,110.6956,162.1622,197.1866,280.6488,163.8389,349.9198,150.707,699.5904,699.5904,234.54147,163.00055,110.2564
TMEM101,771.2821,1371.1652,663.7461,685.8108,1059.6388,1435.6846,818.2337,595.3066,880.4959,499.3173,1435.6846,878.06811,794.7579,499.3173
KISS1R,3.5897,12.6746,0.8548,277.027,16.0334,13.2026,4.8047,139.0821,0.3166,34.1375,277.027,50.1723,12.9386,0.3166
PIGO,544.1026,1394.7861,931.2961,703.2658,1192.4526,625.4244,605.3872,672.3776,781.3966,701.411,1394.7861,815.19,702.3384,544.1026
ZNF607,233.8462,289.2122,180.7885,110.9234,226.3817,433.7986,307.0178,145.7261,26.912,401.0014,433.7986,235.56079,230.11395,26.912
TMEM209,667.1795,622.2094,838.5511,539.4144,458.0281,1090.9091,472.2981,780.897,1232.5676,330.4506,1232.5676,703.25049,644.69445,330.4506
TIGD5,155.3846,256.9494,279.517,115.4279,112.473,94.304,328.1583,131.1092,182.6847,368.6846,368.6846,202.46927,169.03465,94.304
USP45,218.9744,279.9942,152.153,108.1081,182.8284,200.3018,143.1789,170.9735,205.1641,101.9572,279.9942,176.36336,176.90095,101.9572
MAATS1,110.7692,60.4926,0.4274,9.009,22.2553,9.8076,13.453,6.2011,3.7993,105.5985,110.7692,34.1813,11.6303,0.4274
ZNF551,174.359,276.5375,275.2431,83.8964,112.473,188.2309,140.8486,148.8267,177.3023,61.4474,276.5375,163.91649,161.59285,61.4474
EXOC3L2,68.2051,23.0448,72.6573,51.2387,97.8754,75.4432,141.7375,120.0358,41.1595,55.9854,141.7375,74.73827,70.4312,23.0448
DCAF15,379.4872,872.8215,809.0608,740.4279,362.3065,611.4674,733.6717,1118.4146,460.986,712.335,1118.4146,680.09786,723.00335,362.3065
BMF,879.4872,1118.2486,300.0321,833.8964,1514.7953,695.9638,959.0102,401.7434,740.8703,2993.1725,2993.1725,1043.72198,856.6918,300.0321
CCDC126,239.4872,152.6718,315.8457,113.7387,378.5792,109.7699,272.4243,98.3319,119.0458,201.6386,378.5792,200.15331,177.1552,98.3319
CCDC34,445.641,1333.1413,332.5142,273.0856,221.5956,122.5952,194.1083,266.2048,270.0694,259.4447,1333.1413,371.84001,268.1371,122.5952
PKDCC,40,55.8836,5.1288,341.7793,106.251,61.8634,464.6107,113.8347,14.5641,126.5362,464.6107,133.04518,84.0572,5.1288
COL23A1,18.9744,16.1314,47.8684,15.7658,45.4678,3.7722,120.597,31.4485,4.1159,5.9172,120.597,31.00586,17.5529,3.7722
AHNAK2,9659.4872,961.544,7970.0823,7001.1261,3809.2435,1424.3682,4582.2047,268.8625,15214.7535,2941.2836,15214.7535,5383.29556,4195.7241,268.8625
SDSL,162.0513,27.0776,187.6269,357.545,389.3479,553.7533,105.2221,885.43,452.7541,209.3764,885.43,333.01846,283.4607,27.0776
CSMD3,2.0513,0,7.6931,0,0,0,0.4805,0,0,0,7.6931,1.02249,0,0
TOP1MT,476.4103,603.7736,641.9489,434.1216,412.0817,1266.6918,744.7224,569.1734,1015.3723,1380.5189,1380.5189,754.48149,622.86125,412.0817
TADA1,429.2308,429.2093,273.1061,311.9369,413.9962,295.7375,474.22,463.3116,257.0883,415.1115,474.22,376.29482,414.55385,257.0883
AGAP5,3.5897,32.8792,5.5561,3.9414,15.8036,26.7823,37.9568,3.5435,177.945,26.8776,177.945,33.48752,21.29295,3.5435
LRIG3,3268.7179,5624.6579,2080.1368,2661.5991,2482.7806,895.1339,452.1186,2227.5276,421.093,411.4702,5624.6579,2052.52356,2153.8322,411.4702
NAA30,785.641,277.1136,885.9921,413.8514,397.9628,447.0011,435.7827,482.3578,549.9537,281.2927,885.9921,495.69489,441.3919,277.1136
CYB5D2,255.3846,410.7734,292.7663,270.2703,297.2158,686.9106,221.9753,249.3732,193.1329,397.36,686.9106,327.51624,281.5183,193.1329
COX6B2,10.7692,9.2179,13.2493,2.2523,9.3329,0.7544,87.9253,3.5435,5.0658,31.8616,87.9253,17.39722,9.2754,0.7544
JOSD2,210.2564,273.0808,423.5495,731.4189,449.1739,248.2082,456.4427,503.1759,121.8953,571.2335,731.4189,398.84351,436.3617,121.8953
GIPC3,85.1282,80.0807,120.0983,43.3559,139.7536,71.6711,153.2687,76.628,37.6767,96.0401,153.2687,90.37013,82.60445,37.6767
PODN,1930.7692,1445.4847,120.5257,252.8153,2318.6179,400.2263,1713.8224,209.066,206.7471,1167.5011,2318.6179,976.55757,783.8637,120.5257
WFDC12,0,0,29.4903,0.5631,0,0.3772,33.1522,0.8859,6.6488,0,33.1522,7.11175,0.47015,0
TYW5,258.9744,302.4629,227.1311,159.009,279.3948,347.9593,233.1942,194.9364,218.5631,205.0888,347.9593,242.6714,230.16265,159.009
DIS3L2,407.1795,802.5349,358.5853,315.3153,376.6647,724.6322,416.5641,513.8063,441.6727,486.5726,802.5349,484.35276,429.1184,315.3153
LYPD6,298.4615,65.1015,64.1094,1.6892,150.0437,120.7092,64.8629,0.8859,0.3166,9.1033,298.4615,77.52832,64.48615,0.3166
C5orf24,1920.5128,1612.5594,821.8827,564.1892,1018.2392,760.0905,969.1,906.2481,1128.7191,561.2198,1920.5128,1026.27608,937.67405,561.2198
ABRA,2.0513,1.1522,0,0,0.7179,5.281,0.9609,0.8859,0,0.9103,5.281,1.19595,0.8981,0
RPL10L,0,0,0,0,6.7005,0.3772,2.4023,0,0,0,6.7005,0.948,0,0
SLC34A3,0.5128,2.8806,0.8548,162.1622,9.5722,8.676,15.8554,6.644,65.8551,36.8685,162.1622,30.98816,9.1241,0.5128
EME1,64.8718,201.8782,94.134,112.0664,87.8127,424.0513,124.6233,135.9018,170.4002,227.7833,424.0513,164.3523,130.26255,64.8718
ZNF524,132.3077,229.8718,155.1448,342.3423,277.1142,311.2033,337.7676,331.3165,172.8697,624.9431,624.9431,291.4881,294.15875,132.3077
DPY19L3,277.9487,297.2778,208.1419,308.5586,257.9699,422.1049,402.6306,339.7323,334.0249,494.3104,494.3104,334.27,321.29175,208.1419
ANKAR,13.8462,73.1672,28.6355,18.018,32.7847,25.6507,13.453,25.6903,46.2252,41.8753,73.1672,31.93461,27.1629,13.453
PPM1L,116.9231,78.3523,17.5232,7.8829,41.1603,7.1671,55.2536,10.1875,103.5319,82.8402,116.9231,52.08221,48.20695,7.1671
XXYLT1,677.9487,599.7407,895.3948,309.6847,536.0413,262.1652,418.4859,327.773,150.0737,288.1202,895.3948,446.54282,373.12945,150.0737
GLIPR2,1086.1538,229.8718,436.3714,422.8604,938.5509,147.8687,835.5305,496.5318,571.1667,848.4297,1086.1538,601.33357,533.84925,147.8687
CLEC2L,0,21.3164,1.2822,0.5631,81.3634,1.5089,195.5497,1.3288,0,0,195.5497,30.29125,1.3055,0
IQUB,22.5641,21.8926,11.9671,5.0676,5.0254,6.7899,2.8828,1.7717,19.9465,17.2963,22.5641,11.5204,9.3785,1.7717
AK8,43.5897,223.5345,6.4109,5.0676,13.1617,40.7393,48.0466,2.6576,17.7302,126.081,223.5345,52.70191,29.23475,2.6576
ADAL,242.5641,233.9047,155.1448,56.8694,74.9022,49.7925,75.4332,63.7829,83.902,116.9777,242.5641,115.32735,79.6676,49.7925
SYNE4,4.6154,7.4896,5.9835,314.7523,224.228,493.7759,194.1083,484.1296,51.6076,1017.7515,1017.7515,279.84417,209.16815,4.6154
LONRF2,262.5641,321.4749,0.8548,145.2703,332.3935,267.8235,45.6443,439.8359,16.1472,115.157,439.8359,194.71655,203.9172,0.8548
SPATA5,222.5641,161.3136,145.3147,86.7117,132.3352,131.2712,161.4366,125.351,243.474,84.2057,243.474,149.39778,138.82495,84.2057
METTL21C,0.5128,0,0,0,0,0,0,0,0,0,0.5128,0.05128,0,0
TEX37,0.5128,0,1.2822,0,0,0,13.9335,0,0,0.9103,13.9335,1.66388,0,0
ZBTB7C,174.359,27.6538,26.0712,25.3378,122.0451,13.5798,12.9726,14.174,124.1116,147.4738,174.359,68.77787,26.8625,12.9726
ZSCAN4,0,7.4896,2.137,0,1.4358,1.1316,0.9609,0,66.4884,0.9103,66.4884,8.05536,1.04625,0
PDE12,435.3846,272.5047,404.7441,315.8784,496.3168,360.9959,382.451,561.6435,645.2537,299.0442,645.2537,417.42169,393.59755,272.5047
CERS3,284.1026,248.3076,1270.6486,2.2523,0,1.5089,6.2461,0,1.5831,2.2758,1270.6486,181.6925,2.26405,0
C6orf136,106.6667,398.6749,246.6075,208.8964,294.8227,300.2641,295.0062,338.8464,280.5176,350.4779,398.6749,282.07804,294.91445,106.6667
KDM1B,949.7436,736.2811,798.3759,350.7883,766.4912,810.6375,604.9068,510.7058,1328.5008,510.2412,1328.5008,736.66722,751.38615,350.7883
PRPS1L1,0,0,0.4274,0.5631,0.7179,0.3772,0,0.4429,0.3166,0,0.7179,0.28451,0.3469,0
MCM9,44.6154,116.3762,64.9642,28.7162,45.2285,85.6281,45.6443,47.8371,68.7046,50.0683,116.3762,59.77829,48.9527,28.7162
LCE5A,22.5641,10.9463,0,0,0,0,0,0,0,0,22.5641,3.35104,0,0
ST6GALNAC3,60,32.2627,73.5121,11.8243,30.1523,95.0585,31.7108,20.3751,14.8807,6.8275,95.0585,37.6604,30.93155,6.8275
GCSAM,69.7436,39.1761,35.9013,10.1351,24.409,36.9672,17.7772,20.3751,30.3947,32.3168,69.7436,31.71961,31.35575,10.1351
STEAP2,599.4872,879.735,141.4681,971.8468,969.4211,28.2912,1514.429,1293.8175,1211.038,969.5039,1514.429,857.90378,969.4625,28.2912
MKX,25.1282,38.6,1.2822,2.2523,33.024,1.5089,18.7382,1.3288,5.0658,84.2057,84.2057,21.11341,11.902,1.2822
ZNF283,77.4359,38.6,21.7972,7.8829,52.8862,54.6963,63.902,90.359,53.8239,143.8325,143.8325,60.52159,54.2601,7.8829
THEM5,0,4.609,1.7096,10.1351,25.1269,44.5115,8.6484,0,3.7993,5.9172,44.5115,10.4457,5.2631,0
RSPO1,6.1538,5.1851,2.5644,1.6892,11.4866,1.5089,5.7656,6.644,1.2664,5.462,11.4866,4.7726,5.32355,1.2664
ANKRD13D,288.2051,1899.4671,1028.7424,827.7027,583.1842,904.9415,916.2488,638.2715,580.0318,1790.6236,1899.4671,945.74187,866.3221,288.2051
PRSS38,0,2.8806,0,0,0.9572,0,0,0,0,0,2.8806,0.38378,0,0
ATXN1L,1472.8205,875.7021,1419.1559,496.6216,1390.5964,1282.1577,1281.403,625.4263,1585.5891,726.9003,1585.5891,1115.63729,1281.78035,496.6216
ZNF404,104.1026,126.7464,21.7972,30.4054,45.4678,77.3293,164.7999,56.6959,8.2319,168.4115,168.4115,80.39879,67.0126,8.2319
TMPRSS7,2.5641,2.3045,5.5561,2.8153,14.8369,1.5089,1.4414,0.4429,1.2664,3.6413,14.8369,3.63778,2.4343,0.4429
ZNF773,181.5385,165.3464,146.1695,117.1171,117.0197,152.7725,174.8896,113.8347,152.9232,40.0546,181.5385,136.16658,149.471,40.0546
NRROS,166.6667,87.5702,45.7314,95.7207,386.4762,70.5394,152.3077,187.3621,286.5332,134.274,386.4762,161.31816,143.29085,45.7314
TMEM212,3.5897,0,0.4274,2.8153,0.2393,1.5089,0,0,1.2664,18.2066,18.2066,2.80536,0.8469,0
FAM221B,0,1.7284,0,0,1.1965,0,4.8047,2.6576,1.5831,18.6618,18.6618,3.06321,1.3898,0
GOLGA7B,1609.7436,828.4603,414.1468,1024.7748,353.9308,984.5341,506.4833,309.1697,621.1913,1165.2253,1609.7436,781.766,724.8258,309.1697
ASTL,1.0256,17.2836,0.4274,0.5631,2.393,1.8861,0.4805,2.2147,1.2664,2.731,17.2836,3.02714,1.57625,0.4274
MAP1LC3C,5.1282,2.3045,5.5561,0.5631,19.3836,169.37,0,24.8044,18.0468,0,169.37,24.51567,5.34215,0
KIAA0895L,191.7949,706.899,323.3123,265.411,377.3707,866.4353,976.6385,403.5196,216.8787,1136.8138,1136.8138,546.50738,390.44515,191.7949
MUC5B,123.5897,13.8269,6.4109,34074.8874,5322.3636,623.9155,2916.9094,87664.6616,2840.6361,12381.8844,87664.6616,14596.90855,2878.77275,6.4109
AGAP5,11.7949,112.8331,23.4726,47.5338,45.0921,464.983,39.3982,34.9787,42.4196,28.3113,464.983,85.08173,40.9089,11.7949
LRRC70,23.0769,98.8622,18.378,5.6306,20.5802,28.6684,30.7498,28.2151,10.4482,24.579,98.8622,28.91884,23.82795,5.6306
