Gene,TCGA-DK-A6AW-01A-11R-A30C-07,TCGA-YC-A89H-01A-11R-A36F-07,TCGA-MV-A51V-01A-11R-A26T-07,TCGA-DK-A1AC-01A-11R-A13Y-07,TCGA-DK-A3WW-01A-22R-A23N-07,TCGA-DK-A6B6-01A-11R-A30C-07,TCGA-ZF-A9RC-01A-11R-A38B-07,TCGA-SY-A9G5-01A-11R-A38B-07,TCGA-XF-AAMG-01A-11R-A42T-07,TCGA-FD-A6TC-01A-21R-A33J-07,MAX,AVG,MED,MIN
TRIB3,125.895,605.9155,467.4047,480.574,420.778,510.6274,804.8338,264.2796,591.4668,477.6185,804.8338,474.93933,479.09625,125.895
CYP4F11,2.9833,256.7357,281.0578,156.4578,0.9488,780.1912,24.7734,9.6618,105.2693,3.0871,780.1912,162.11662,65.02135,0.9488
TP53INP2,983.2936,444.4977,829.6433,1868.3934,222.4858,580.0965,411.4804,720.0909,1190.278,958.3241,1868.3934,820.85837,774.8671,222.4858
EPS15L1,727.327,873.6678,828.4133,938.3969,555.5028,762.9724,942.5982,716.1125,679.5993,666.3727,942.5982,769.09629,745.1497,555.5028
PRDM13,0.5967,1.9159,0,1.4001,6.6414,0.5938,0.6042,0,5.3859,2.2051,6.6414,1.93431,1.00215,0
SENP2,514.3198,399.9521,556.5806,668.5334,544.1176,643.0343,407.855,556.9764,1048.7764,910.6946,1048.7764,625.08402,556.7785,399.9521
CDH26,38.1862,64.6629,975.3998,3.1502,250.4744,1017.0986,1319.6375,52.8559,30.8464,17.6406,1319.6375,376.99525,58.7594,3.1502
C14orf93,403.3413,222.7278,167.8967,211.4106,154.1746,213.1573,230.2115,237.5675,220.3312,279.1621,403.3413,233.99806,221.5295,154.1746
MRPL17,1038.7828,1806.2507,1687.5769,1248.5124,2300.759,991.5672,1355.287,987.7806,1092.353,1458.4344,2300.759,1396.7304,1301.8997,987.7806
CENPK,31.0263,216.022,151.2915,200.91,410.8159,94.4067,94.864,126.1722,67.0786,116.8688,410.8159,150.9456,121.5205,31.0263
TMPRSS3,79.3556,4.3109,113.1611,6.3003,142.315,24.9376,8.4592,335.3225,5.3859,10.5843,335.3225,73.01324,17.76095,4.3109
MTHFSD,360.9785,364.5072,188.1919,162.4081,244.7818,178.1258,224.1692,409.2072,241.3851,612.1279,612.1279,298.58827,243.08345,162.4081
WNK1,2000,2233.984,3086.7159,2493.5247,2749.5256,2818.5447,2392.7492,2025.5754,1682.8406,1830.6505,3086.7159,2331.41106,2313.3666,1682.8406
MIS12,409.9045,301.2813,455.7196,509.2755,290.797,345.5641,271.2991,243.2509,721.707,394.2668,721.707,394.30658,369.91545,243.2509
C11orf49,711.8138,752.9637,802.583,540.427,334.4402,336.0641,574.0181,568.3433,664.9105,426.4609,802.583,571.20246,571.1807,334.4402
GLB1L,17.8998,59.3941,87.3309,120.056,74.0038,57.594,54.3807,94.9133,104.2901,115.1047,120.056,78.49674,80.66735,17.8998
LRFN3,442.1241,473.7157,512.3001,144.9072,250,294.5014,459.2145,561.5232,158.6385,405.7332,561.5232,370.26579,423.92865,144.9072
RNF219,202.864,444.2917,239.5941,448.7294,273.7192,332.3888,446.8701,348.9628,128.7566,446.9416,448.7294,331.31183,340.6758,128.7566
TCTN1,379.4749,177.3919,465.5597,451.5226,222.0114,134.7819,316.6163,269.3947,480.2632,368.5204,480.2632,326.5537,342.56835,134.7819
HMBOX1,56.0859,25.3862,57.1956,72.1036,37.0019,82.5316,31.4199,78.9997,85.6843,33.9581,85.6843,56.03668,56.64075,25.3862
PLEKHF2,253.58,1552.8679,822.8782,635.2818,276.0911,1438.0694,297.281,1339.5851,547.8902,657.5524,1552.8679,782.10771,646.4171,253.58
STEAP4,192.7208,27.7811,554.1205,34.3017,588.2353,24.3439,39.2749,48.8775,146.8875,165.8214,588.2353,182.23646,97.8825,24.3439
TBL1XR1,1612.7685,2088.8516,1520.2952,10742.0371,2221.537,2786.482,2540.7855,4512.0773,3006.7862,6363.8368,10742.0371,3739.54572,2663.63375,1520.2952
CLIP4,147.9714,34.4869,446.4945,112.0056,659.8672,302.2202,305.136,743.9614,377.9904,121.72,743.9614,325.18536,303.6781,34.4869
KATNBL1,656.3246,458.3882,345.0185,1175.7088,588.7097,233.3449,275.5287,419.4373,789.2753,310.9151,1175.7088,525.26511,438.91275,233.3449
PDZD3,5.3699,65.1419,955.7196,12.9506,0,45.1252,278.5498,0,21.0539,3.5281,955.7196,138.7439,17.00225,0
RIN3,570.4057,479.4635,421.8942,210.3605,671.2524,224.4386,545.0151,833.7596,435.2765,700.7718,833.7596,509.26379,512.2393,210.3605
SEMA6D,19.6897,2.8739,28.9053,10.1505,6.6414,7.7188,28.3988,23.8704,29.3775,29.1069,29.3775,18.67332,21.78005,2.8739
ZNF606,276.9749,247.635,186.9619,333.1887,95.8254,71.2503,197.5831,193.6687,505.8657,229.0584,505.8657,233.80121,213.32075,71.2503
EDEM3,477.9236,437.7919,1292.1279,1007.0004,663.1879,939.9107,1336.5559,454.6746,536.6288,1016.538,1336.5559,816.23397,801.5493,437.7919
SPHKAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUS1,997.0167,752.9637,787.8229,751.8376,808.3491,623.4405,1496.6767,653.5948,819.632,728.5557,1496.6767,841.98897,770.3933,623.4405
WDR61,463.0072,1034.1276,508.6101,787.8894,717.7419,703.5971,560.1208,878.0904,548.3798,960.9702,1034.1276,716.25345,710.6695,463.0072
TTYH3,747.6134,2293.857,1921.8942,1313.2657,2144.6869,1432.7256,6396.9789,2647.9113,5437.284,2220.0662,6396.9789,2655.62832,2182.37655,747.6134
TAS1R1,0.5967,0,8.6101,1.7501,0,2.9688,0,1.1367,1.4689,0,8.6101,1.65313,0.8667,0
TUBB1,8.3532,17.7224,9.8401,7.7004,6.167,17.2188,25.9819,10.2302,8.3236,13.2304,25.9819,12.4768,10.03515,6.167
HM13,3151.1098,6497.2051,3591.3715,5059.804,4233.6243,3475.1047,3186,3763.1145,3128.7273,7454.6064,7454.6064,4354.06676,3677.243,3128.7273
CALN1,0,0,1.23,0.7,0,0,0,1.705,9.3029,0,9.3029,1.29379,0,0
KLF16,806.6826,615.0162,821.0332,416.8708,1613.3776,472.6273,916.0121,1196.3626,550.3383,585.667,1613.3776,799.39877,710.8494,416.8708
KRTAP1-5,1.1933,2.8739,4.305,8.4004,0,1.1875,0.6042,2.2734,0,2.2051,8.4004,2.30428,1.6992,0
TATDN1,317.4224,547.0004,305.0431,719.286,307.8748,297.4702,271.9033,281.3299,631.6161,227.5634,719.286,390.65096,306.45895,227.5634
FBXO30,291.1695,250.9879,254.6125,654.1827,398.9564,224.4386,229.003,165.9562,386.8036,206.3947,654.1827,306.25051,252.8002,165.9562
PPP1R1B,211.2172,24.9072,3376.9988,4.5502,0,0,28.3988,28.4172,4064.3759,11.4664,4064.3759,775.03317,26.653,0
TRAF7,3453.7291,2549.9653,3230.0431,2333.1537,2483.871,1569.8112,2654.8097,2468.2126,4213.0603,2570.1963,4213.0603,2752.68523,2560.0808,1569.8112
DYDC2,0,0.479,0.615,0,0.9488,0,1.8127,1.1367,67.5682,0,67.5682,7.25604,0.547,0
LCOR,29.6897,32.3362,48.3149,185.3203,65.6784,58.0987,14.7432,16.8798,61.2178,93.9008,185.3203,60.61798,53.2068,14.7432
ACRBP,12.5298,16.2855,29.5203,25.2013,11.3852,2.9688,108.1571,103.4385,182.6301,50.2756,182.6301,54.23922,27.3608,2.9688
TUBB6,3781.8198,3582.6751,4156.7282,712.1456,8713.6812,297.583,1852.3746,1794.1631,3231.3086,1798.1874,8713.6812,2992.06666,2541.8416,297.583
LCE3D,0.5967,149.4432,0,0,0,0,3.0211,0,0,0,149.4432,15.3061,0,0
TUBA1C,8724.9403,13554.3049,11642.6814,9137.9069,14645.1613,6134.6542,6640.4834,8264.848,10457.4075,8319.2944,14645.1613,9752.16823,8931.4236,6134.6542
MAEL,0.5967,0,4.305,1.0501,3.3207,0.5938,0.6042,1.705,2052.0177,1.7641,2052.0177,206.59573,1.37755,0
TNKS1BP1,1708.8305,7435.2772,2938.4994,2569.8285,3116.6983,6603.1252,7812.6888,7266.2688,2544.5803,9219.4046,9219.4046,5121.52016,4859.91175,1708.8305
GTPBP10,210.6205,256.7357,268.7577,712.6356,268.0266,390.0956,265.861,258.5962,416.1811,269.9008,712.6356,331.74108,268.39215,210.6205
ZNF628,256.5632,281.1639,207.8721,220.511,107.2106,177.5321,236.2538,237.5675,242.3643,270.7828,281.1639,223.78213,236.91065,107.2106
CTU1,75.7757,178.1823,57.1956,143.1572,65.4649,46.3127,224.1692,101.7334,144.929,70.1213,224.1692,110.70413,88.75455,46.3127
KNSTRN,309.6659,440.1868,332.7183,1100.455,592.0304,141.3132,349.8489,309.7471,1576.1024,480.7056,1576.1024,563.27736,395.01785,141.3132
PYGO2,1494.0334,1678.8409,2343.1734,2824.2912,1231.0247,1840.04,2813.8973,1986.9281,4789.5103,2323.7045,4789.5103,2332.54438,2155.3163,1231.0247
ZNF479,0,0,0.615,0.35,0,0,0,0,22.0331,0,22.0331,2.29981,0,0
FDXACB1,60.8592,93.402,68.2657,44.8337,36.0531,90.8442,39.8792,63.0861,100.3731,43.2679,100.3731,64.08642,61.97265,36.0531
ZNF300,49.5227,83.3433,510.4551,295.4148,117.6471,235.7199,618.7311,51.1509,676.1719,108.4895,676.1719,274.66463,176.6835,49.5227
INTS4,394.9881,554.6641,496.31,380.119,440.7021,219.6885,642.2659,581.8471,379.9489,349.1114,642.2659,443.96451,417.8451,219.6885
UBTD2,449.284,1183.0918,520.2952,932.0966,499.0512,679.2532,706.3444,579.7101,798.5781,667.2547,1183.0918,701.49593,673.25395,449.284
MOB1B,720.7637,951.7423,549.2005,914.5957,731.0247,830.0665,540.7855,531.9693,587.0602,376.6262,951.7423,673.38346,653.91195,376.6262
UBE2Q2,368.7351,740.0311,453.8745,529.5765,822.1063,682.222,592.7492,649.048,677.6408,641.6759,822.1063,615.76594,645.36195,368.7351
EGLN3,1974.9403,4405.2209,1551.6605,128.8064,1097.2486,2386.2926,3238.0665,1342.9952,341.7581,497.9052,4405.2209,1696.48943,1447.32785,128.8064
TUBA3E,0,0,1.23,1.4001,0.4744,0.5938,0,0,861.2501,319.7354,861.2501,118.46838,0.5341,0
IL17F,0,0,0,0,0,0.5938,0,0,0.4896,0,0.5938,0.10834,0,0
C12orf57,1786.9928,1273.6199,993.2349,907.5954,1365.7495,853.2228,1454.3807,1498.7212,1042.4113,1958.9857,1958.9857,1313.49142,1319.6847,853.2228
SDSL,557.8759,293.6175,634.6863,163.8082,212.5237,184.6571,345.6193,315.4305,103.3108,164.4983,634.6863,297.60276,253.0706,103.3108
UHRF2,576.969,644.2342,479.7048,1311.8656,994.3074,801.5663,462.8399,527.4226,753.043,707.387,1311.8656,725.93398,675.8106,462.8399
FOXP4,1714.2005,1176.3861,1060.8856,3513.1257,800.2846,765.9412,1339.577,2738.8463,1809.6534,1304.5204,3513.1257,1622.34208,1322.0487,765.9412
FAM210B,2558.4726,1006.3465,1273.0627,880.994,1017.5522,2786.482,2490.0302,1509.5197,1491.8869,2649.6141,2786.482,1766.39609,1500.7033,880.994
IL22RA2,0.5967,0.958,0,3.8502,2.8463,2.375,0.6042,4.5467,0.4896,0.441,4.5467,1.67077,0.7811,0
TOP1MT,1538.1862,1637.1692,895.449,947.8474,1297.4383,947.6295,1912.3867,571.7533,567.9648,567.5854,1912.3867,1088.34098,947.73845,567.5854
RLN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD3B,4.7733,1.9159,20.9102,69.6535,9.0133,14.8438,3.6254,2.8417,26.4397,3.5281,69.6535,15.75449,6.8933,1.9159
MUCL1,0,16.2855,4.305,0,0.9488,0,4.8338,0,0,21.6097,21.6097,4.79828,0.4744,0
EXOSC6,655.1313,311.34,183.2718,230.6615,642.315,197.1259,397.5831,518.8974,409.816,1112.6792,1112.6792,465.88212,403.69955,183.2718
ANAPC16,2954.6539,1716.6806,991.3899,1337.4169,1585.389,1096.6615,1855.5891,1062.2336,2101.4699,2026.0198,2954.6539,1672.75042,1651.0348,991.3899
ALKBH2,383.6516,266.7944,420.0492,530.2765,286.0531,250.5637,436.858,290.9918,846.0717,320.6174,846.0717,403.19274,352.1345,250.5637
TC2N,978.5203,5.7478,2182.0418,2670.2835,908.9184,2768.6694,286.4048,612.1057,1749.9192,1116.2073,2768.6694,1327.88182,1047.3638,5.7478
ZC3H18,864.5585,1260.6873,796.433,832.3416,889.4687,747.5348,648.9426,1577.7209,873.4907,1742.8886,1742.8886,1023.40667,869.0246,648.9426
ZNF440,987.4702,943.1206,924.3542,621.9811,293.6433,2497.9182,499.0937,618.9258,726.1137,1827.1224,2497.9182,993.97432,825.23395,293.6433
MISP,13619.3317,1417.3153,6705.4121,20.651,607.685,175.1571,746.8278,489.9119,55.3276,774.8622,13619.3317,2461.24817,677.2564,20.651
CCDC148,2.3866,9.1007,4.305,5.2503,8.0645,5.3438,7.2508,2.2734,6.8547,12.7894,12.7894,6.36192,6.09925,2.2734
DNAJC21,761.3365,1063.8247,1719.5572,1894.2947,1071.6319,1614.4139,1143.8066,1089.5141,1209.3734,1290.849,1894.2947,1285.8602,1176.59,761.3365
SSMEM1,0,0,0.615,0.35,0,0,0,0,1.9585,0,1.9585,0.29235,0,0
PTPDC1,100.2387,119.2672,158.0566,173.6087,178.8425,130.6256,195.7704,156.2944,464.1644,143.3297,464.1644,182.01982,157.1755,100.2387
TRIM69,3.58,16.2855,6.1501,15.0508,23.7192,5.3438,9.0634,87.559,9.3029,7.4972,87.559,18.35519,9.18315,3.58
LDLRAD3,119.9284,230.3916,75.6458,141.0571,212.0493,24.9376,70.6949,39.784,280.555,36.6042,280.555,123.16479,97.7871,24.9376
TMEM86A,76.969,180.0886,427.8352,541.3546,62.6186,178.5534,120.7674,159.5567,387.2051,253.4509,541.3546,238.83995,179.321,62.6186
A2ML1,0.5967,84.3013,773.0627,733.9867,48.8615,2787.6695,729.3051,1054.2768,249.7087,919.5149,2787.6695,738.12839,731.6459,0.5967
HNRNPA1L2,3384.2482,2435.6365,1977.2448,4446.6223,4311.6698,2214.6981,1782.4773,2158.5678,3793.1237,2550.3859,4446.6223,2905.46744,2493.0112,1782.4773
FAM81A,63.2458,15.3275,138.9914,21.3511,22.296,22.5626,23.565,32.3956,330.9864,56.0088,330.9864,72.67302,27.9803,15.3275
SIX5,468.3771,873.6678,205.4121,609.3805,492.4099,455.4084,659.8187,652.4581,758.9185,634.1786,873.6678,581.00297,621.77955,205.4121
CDC42EP5,118.1384,1086.337,356.7036,27.3014,287.0019,116.9693,922.0544,1724.9219,89.1117,494.3771,1724.9219,522.29167,321.85275,27.3014
PHF13,573.9857,932.1039,883.1488,1335.3168,437.3814,700.6283,1008.4592,961.6368,736.8854,1342.4476,1342.4476,891.19939,907.62635,437.3814
CCDC27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTLA,4.1766,3.8319,0.615,22.0511,17.0778,18.4063,0,16.482,1.9585,2.2051,22.0511,8.68043,4.00425,0
ERICH1,229.7136,132.6787,281.0578,136.8568,575.4269,344.3766,287.0091,234.1574,242.8539,124.366,575.4269,258.84968,238.50565,124.366
C12orf50,0,0.479,0,0.35,0,0,0,0.5683,0.4896,0,0.5683,0.18869,0,0
UBL4B,0,1.437,1.845,1.4001,0,1.7813,1.8127,4.5467,8.8132,0,8.8132,2.1636,1.60915,0
FAM151B,19.6897,14.8485,8.6101,9.8005,6.167,11.8751,7.855,26.1438,25.9501,8.3793,26.1438,13.93191,10.8378,6.167
COL22A1,0,3.8319,30.7503,11.9006,10.9108,0.5938,11.4804,16.482,655.6077,15.8765,655.6077,75.7434,11.6905,0
RHOV,319.2124,2655.4904,568.8807,398.3199,2687.3814,1266.4748,1296.6767,2291.5601,366.2394,1581.0364,2687.3814,1343.12722,1281.57575,319.2124
AGO4,264.3198,314.2139,463.0996,240.462,169.3548,207.8135,189.1239,224.4956,263.4182,291.0695,463.0996,262.73708,251.9401,169.3548
PLBD2,322.1957,397.0782,777.3678,752.1876,393.2638,378.8143,317.2205,550.7246,650.2218,641.6759,777.3678,518.07502,473.9014,317.2205
ANO6,1894.9881,1054.724,2180.8118,3408.1204,1567.8368,2041.3222,3222.3565,1314.578,3845.5136,1825.7993,3845.5136,2235.60507,1968.15515,1054.724
PAOX,189.1408,177.2243,141.4514,489.6745,155.5977,152.5945,88.2175,214.2654,193.4018,129.2172,489.6745,193.07851,166.411,88.2175
RDM1,12.5298,50.7724,91.0209,51.4526,9.0133,57.0003,134.7432,126.7406,105.2693,59.9779,134.7432,69.85203,58.4891,9.0133
RAB12,626.4916,370.734,1333.3333,1603.4302,880.4554,887.6605,870.6949,613.8107,988.0629,624.4763,1603.4302,879.91498,875.57515,370.734
TUBB,12969.5704,29259.7294,14861.6236,29882.3941,23435.4839,10910.2082,18784.8943,21425.4049,102476.5715,26898.7872,102476.5715,29090.46675,22430.4444,10910.2082
FAM219A,388.4248,394.2043,596.556,378.7189,377.6091,231.5636,536.5559,468.3149,640.4293,377.5083,640.4293,438.98851,391.31455,231.5636
TYSND1,986.2768,777.3919,704.182,334.6167,1014.7059,532.0025,567.3716,472.8616,824.5282,376.1852,1014.7059,659.01224,635.7768,334.6167
JMJD1C,719.1826,503.7576,591.9188,1825.7718,937.481,1582.1019,414.0785,716.1125,829.9925,869.2393,1825.7718,898.96365,774.58755,414.0785
ZSCAN25,283.4129,187.283,302.583,227.8614,225.3321,415.627,215.71,310.8838,322.1732,440.5733,440.5733,293.14397,292.99795,187.283
NAPEPLD,225.4117,420.2036,262.1771,209.4995,263.0076,559.143,238.2477,321.8642,266.9288,416.8335,559.143,318.33167,264.9682,209.4995
ZDHHC20,41.7661,117.3512,108.2411,284.9142,62.1442,219.6885,53.7764,46.6041,133.6676,374.4212,374.4212,144.25746,112.79615,41.7661
CCDC110,2.3866,0.479,10.4551,13.3007,1.4231,4.75,12.6888,3.9784,3.917,5.7332,13.3007,5.91119,4.3642,0.479
NEGR1,10.1432,9.1007,36.9004,15.4008,4.7438,14.2501,174.6224,249.5027,2.4481,150.8269,249.5027,66.79391,14.82545,2.4481
FAM133B,68.6158,130.2838,92.2509,125.3063,103.4156,96.7817,74.9245,82.9781,136.6053,72.7674,136.6053,98.39294,94.5163,68.6158
CYP4X1,18.4964,13.8906,66.4207,6.3003,2.8463,27.3126,25.3776,53.4243,35.253,20.7277,66.4207,27.00495,23.05265,2.8463
BLOC1S2,649.1647,1953.299,332.7183,772.4886,1009.4877,413.252,699.0937,607.559,763.8148,768.688,1953.299,796.95658,731.45425,332.7183
PGM2L1,136.0382,94.36,170.3567,292.9646,392.7894,150.2195,442.9003,355.2145,778.0139,186.108,778.0139,299.89651,239.5363,94.36
TMEM80,306.0859,191.1148,207.8721,207.5604,138.9943,380.0018,245.9215,192.1,353.5091,287.9824,380.0018,251.11423,226.8968,138.9943
GPR137C,47.7327,6.2268,59.0406,88.9044,8.5389,27.9064,12.6888,13.0719,168.4309,21.6097,168.4309,45.41511,24.75805,6.2268
WDR62,150.358,149.4432,341.9434,141.7571,213.9469,65.9066,162.5378,342.1427,607.6244,294.5976,607.6244,247.02577,188.24235,65.9066
DUSP28,68.0191,80.9484,60.8856,29.4015,31.3093,106.2818,62.2356,68.2012,66.8191,68.7982,106.2818,64.28998,67.4191,29.4015
EPHA6,0,1.9159,3.075,0.7,0,0,4.8338,1.705,0,0.441,4.8338,1.26707,0.5705,0
FBXW12,0,0.479,0,0,0,0.5938,0,0,0,0,0.5938,0.10728,0,0
CRIPAK,381.8616,216.98,275.5228,240.812,91.556,298.0639,562.5378,239.8409,233.0614,150.8269,562.5378,269.10633,240.32645,91.556
DOK7,638.4248,159.9808,31.9803,2.1001,1.4231,55.8128,58.6103,339.8693,0.9792,141.5656,638.4248,143.07463,57.21155,0.9792
RNF212,163.4845,1.9159,2.46,2.4501,1.4231,0.5938,1.2085,8.5251,4.4066,3.9691,163.4845,19.04367,2.45505,0.5938
H2BFM,0,1.9159,0.615,0.7,0.9488,0,6.6465,0,0.4896,2.2051,6.6465,1.35209,0.6575,0
CLEC4D,0,2.8739,3.075,1.0501,13.2827,1.7813,0,22.1654,0,0.882,22.1654,4.51104,1.4157,0
B4GALNT4,44.7494,419.1115,3.075,937.3469,106.7362,2.375,2671.9033,2.2734,2045.6526,7.0562,2671.9033,624.02795,75.7428,2.2734
COL28A1,17.3031,84.7803,35.0554,65.8033,114.3264,30.8751,19.3353,89.2299,45.0455,43.6604,114.3264,54.54147,44.35295,17.3031
KRT27,4.7733,0,1.23,0,0.9488,0.5938,0,0,0,0,4.7733,0.75459,0,0
TUBB8,12.5298,16.2855,38.1304,10.5005,7.5901,8.9063,18.1269,13.6402,49.9417,18.0816,49.9417,19.3733,14.96285,7.5901
TUBB2B,1.1993,0.776,15.3998,88.9044,0.4744,7.7188,595.1662,6.445,1026.7433,6.8886,1026.7433,174.97158,7.3037,0.4744
TMEM255B,129.4749,10.5377,28.2903,17.5009,20.8729,4.75,25.3776,34.6689,25.4605,35.2811,129.4749,33.22148,25.41905,4.75
ZNF445,190.3341,467.9679,298.278,384.6692,378.0835,545.6589,845.3172,326.7974,406.3886,383.2415,845.3172,422.67363,383.95535,190.3341
BPIFB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT77,0,194.9467,0,0,0,0,40.4834,15.3453,0,0,194.9467,25.07754,0,0
ATP9B,255.3699,289.3067,315.4982,203.3602,219.1651,396.0331,216.9184,201.1935,144.929,327.6736,396.0331,256.94477,237.2675,144.929
KRTAP10-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES5,21.4797,11.4956,3.075,0.35,0,4.1563,10.8761,3.9784,5.3859,2.6461,21.4797,6.34431,4.06735,0
OR5B2,0,0,0,0,0,0,0,0,0,0.441,0.441,0.0441,0,0
VSIG8,1.1933,0.958,5.5351,0,0,0.5938,7.2508,3.5351,14.1991,0.8997,14.1991,3.41649,1.07565,0
HEATR4,2.8401,0.958,24.5326,1.0501,0,1.1875,0.6042,7.2293,10.3115,6.849,24.5326,5.55623,2.0138,0
FAM74A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK6,50.1193,0,0,0,75.9013,0,0,0.5683,0,0.882,75.9013,12.74709,0,0
C10orf62,0,0.958,0,0,0,0,0,0,0,0.882,0.958,0.184,0,0
C18orf32,1368.5024,1010.9592,934.4711,977.4904,1257.8985,1747.5452,1232.1752,751.293,1115.4633,1022.161,1747.5452,1141.79593,1068.81215,751.293
TUBB8,1.1933,227.0387,89.7909,15.0508,90.6072,132.4069,11.4804,168.2296,204.6632,198.4564,227.0387,113.89174,111.50705,1.1933
